customer_id,age,gender,annual_income,spending_score
2A5Cdb1A-3F0A-4B5A-A33D-D0D81F7661A9,46,Female,181085,64
Dc9Ca753-Aa31-4708-85C5-Fa1Da4A046D0,87,Female,46613,76
D49F5B80-4D55-4E37-889B-C7933C3Ac0A5,79,Male,83333,73
69Fae815-5E3E-46De-8E87-4Adf49Ab06Fa,19,Female,165788,44
587C0Ede-8F38-48Df-8Df8-Bcf74Df93862,22,Female,99687,51
Bc695E38-C5A0-46Bd-Bc6D-818403C82949,31,Male,83755,8
660979Ed-B318-4234-9B06-779097557930,84,Male,155012,80
7Eab5Cb6-B411-4003-9993-06061F62B7B0,27,Male,56250,100
E5647Be0-0575-4Fb6-8B1D-13B06203Bd70,20,Male,111933,39
D4406Fb9-A8C7-45F5-Ac3D-85D9001719B4,36,Male,191350,99
3D83A678-36Cb-4Cd2-8768-Da1634Cd1Fb3,77,Female,94946,92
25Cff4Ef-5D2A-4Fe5-98Ee-7Ddbd8C0203B,67,Female,63064,26
D54D2196-Da54-4Eab-8Ef0-0Db3E9Cdab3F,26,Male,82707,4
3F116Bae-D95F-4018-9585-F575Dc693E71,34,Female,135368,27
D7896112-Ac06-4C31-90Ff-479F168D9Ac3,40,Male,44192,70
6D4C5A7B-Cc6D-4Fc2-Af14-2Cc50E842F20,41,Male,32923,95
6C2Dbd85-8Fab-489B-B91E-6F148F53Bbd7,57,Male,100359,18
Cf345Cd7-8B4A-45C3-B391-1Ff46Ec6E2D5,35,Female,28555,18
7Af6D0A2-E4C2-4302-8158-796Dfdfa44Eb,85,Female,142048,11
D9D6674E-8Eba-4144-B010-5Dc49F7B5Da1,63,Female,111526,91
461Ab175-47B2-4231-A028-1D69A212Bdea,35,Male,33041,15
54078F11-3D3B-4968-9454-50E676D473C4,77,Male,157332,57
F78D1F58-E72E-42C4-Ab4B-056Bb0830791,25,Male,71927,39
790Ce395-417A-4943-A8Ae-Ce90Da71Ab39,28,Male,194371,19
7F8Da330-Ce44-4A67-82E8-A39Fd77D57Ca,31,Male,85563,28
48Ad970F-C5Ad-4018-Bf63-4901259B7B5B,85,Female,130091,37
43137482-A07E-467C-9Bad-D892E85677B2,90,Male,42161,94
4E6F9Bfb-77C5-4A14-95C0-497F123477A8,28,Male,159617,71
Df390Aac-71A8-45Bb-B664-62F451A4E17E,70,Male,46295,54
2E3Dc035-Dc1A-4F71-915D-632F29333996,46,Male,74147,48
08D38Acb-157F-450D-962A-0Bf7Fa70819A,71,Male,190491,75
5A6238A5-053E-4480-Ac75-37A6874Af50F,81,Female,124912,24
574Ccc4A-F0A1-4F46-986E-257Dbb8Be849,35,Male,84210,53
5Ee59227-16Af-4127-A51D-8981576F48Ab,37,Male,134784,6
5De60D87-18B1-4886-993A-966B6E185657,71,Male,185966,6
16226691-D6Ba-4B9E-B192-E96299023F4E,50,Male,140875,83
Ce99E2E8-23Fc-49Ba-9E2B-A6F26706718E,65,Male,177020,100
Cfe84106-02Eb-4F9F-B161-789528948F7A,83,Male,151188,88
2Af8B09C-99E5-4F97-B538-Cd687A385120,39,Female,33191,2
21C59500-D439-4Bd9-84F6-06B8767Ac948,32,Female,163264,64
5Cda82C4-Cf88-4949-A8B2-0412Fdc67680,26,Male,40345,23
9Db67B3E-286C-4Fdd-8A94-53F5A0968F86,24,Male,184070,21
1E506E9C-75B3-461D-B7B1-B149E9A21511,65,Female,44776,36
5Cc59727-7005-46F6-928A-1764D0F6032D,36,Female,119502,52
6Fc3660D-23F5-4A54-A8Df-E146387A73F2,41,Female,113729,54
493Bf3E8-4F51-4842-823F-A2D668293C11,83,Female,194008,55
175F200E-4Faa-4287-96D5-71A85F4884E1,61,Female,60084,36
37Ff2828-B196-493E-Abe5-885E907F3B7F,84,Female,144269,1
94B3153F-Cc9D-4A55-8A2E-742A6555C537,33,Female,109638,49
Fe2F4101-90Dc-4Df1-B9Dd-14D553D1E389,89,Female,88161,50
644Db267-9082-4C42-B02D-Fad5Bf30D735,35,Female,182663,68
5Bd39Ccd-30Fc-4598-818A-770632Bb7729,89,Female,91139,59
29Ca88B2-Fc25-4417-93F4-823D9D8Ac2Dc,40,Male,180570,23
8640E224-9096-4A13-A32E-662B3D1504C1,69,Female,57994,35
2F971837-3A6E-4928-8A41-D0D8B4B87Af8,88,Female,172761,69
0Dbead2B-6Caa-4E05-B2De-E5F81B373A4A,34,Female,38774,84
1A1B53Ef-065D-4333-930A-760Ee0908394,88,Male,80079,9
4Afae204-64Df-458A-970E-9Fb503Bd5B00,61,Female,23888,59
4E3F3A44-Cfcf-4C9C-B93D-9B00D654880D,60,Female,189867,98
9033D3Aa-Ff53-4145-B47A-750C07F58Dee,78,Female,23342,91
B35F3089-A257-45Eb-Ae52-C78E2C266374,35,Female,76836,29
206Ad996-8643-4336-A3F1-6891E7Cd470D,53,Male,170065,28
880Df93E-6Bc1-42Bd-Bd6A-E2B8D499B710,33,Male,99420,64
A2C7Ef2D-Cecc-4A3F-B2Ac-6Ebf6595Ad62,86,Male,174987,71
896B6076-0E1C-40D4-Aab7-336A4592610C,90,Female,117976,85
2392D7Fa-9489-42Aa-B50B-36F66Ee9B423,84,Male,74475,54
2F4Cb703-E5C1-48F3-9A89-3615B31E20F1,54,Female,103099,49
Bb047494-340F-4Cb0-B88F-E4C8148Eb2Ae,20,Male,188784,21
7235955D-Eca0-4Fd9-861A-7042691E3D5E,86,Female,28187,37
836D7Eca-Db4B-4C3C-8D6A-A771B070551A,73,Female,145465,54
45D9A060-39E1-4B67-8189-8Dbba0D91767,35,Female,120472,94
D11Ba8Ac-69F6-4Fb2-Bc56-Abb52D4966Fc,88,Female,37300,4
Ad5F7B6F-Aef3-4867-87E1-F862A6519Ce3,54,Female,113062,65
12Da3593-4E95-4272-9553-1Fc6E36E47Cc,19,Male,150107,61
7C10963A-9C61-4F57-B314-E147B63D70E8,84,Male,22452,48
A2257473-45D0-42F6-9207-Cbdcfb76515A,60,Female,42834,32
Ea98C611-5Bb3-4855-B79E-04Be0Cd0F179,39,Female,81494,66
80149259-8Ffe-43F2-9016-Ad52Dc3E5443,85,Female,59981,38
113E23B5-5Cae-4357-8B9D-776C81842Ae6,60,Female,91707,89
24C83F90-919A-4B1D-9A89-D9A09B167951,85,Male,31207,51
31B0Ef92-F4Dc-4Bfd-Bb88-Fc8Ba17D15B3,82,Female,160112,44
D44D49F5-41D5-4588-B27F-0Fed752E5A8E,44,Male,199826,4
A51E2948-955C-4F67-9A32-A22Dd3E3798F,48,Male,124952,1
29B970A5-F3B9-4Adc-A32C-4E6C47292284,21,Female,42522,48
42661Bdc-2936-4E2C-827C-44Abf525D1Ed,87,Male,54581,94
45D48162-Ec3E-49Aa-A8Fb-Bd41Df8F113B,41,Male,68045,37
705Ace34-543A-4Cdb-956B-C06F6Eb33A4D,52,Female,141101,30
A465C323-1E47-44D1-A869-A105745034B2,76,Female,74629,27
9C3Be039-Ea90-42A6-87C5-7175356Cf8Aa,72,Female,70373,4
Bf9Aa1Fc-9517-4Cd5-8F27-Ff4978267Df4,67,Male,22820,19
5E562023-F971-41Bf-A7E3-A82Bf894155B,32,Female,83620,77
82737042-63A8-49F4-B8D9-338Cfef4Dd03,71,Female,96598,33
B14041Ef-0432-438E-8737-E30C31B391Af,38,Male,55259,53
B9B58Bf2-A4Ca-4254-B61E-1Db5D7Adc35B,57,Female,26527,59
7F57A91C-2Edc-4F2C-Ad13-835Eeab36336,80,Male,152277,50
A2510F77-4414-4A52-9632-3E6Ecd05165B,60,Male,150622,51
4Cb3F773-9193-401A-B091-4F4Eccc0D7C2,53,Male,177668,26
6614B886-287A-4A0E-B48C-82D49F977D97,84,Female,138972,90
08568A01-B6C5-47B7-A64B-81822Fc84C88,26,Male,52463,75
8F9A7106-5E73-4627-98Af-F49939Ed8B15,34,Female,139068,63
Ce649A2A-76C4-49C2-Bb2A-6C1C5D475264,67,Female,193657,23
B487D49F-6321-4873-9B5A-4Fa413F01E0F,31,Female,154450,38
3Cc5C19D-687C-4698-Be67-Dd74Ebd83432,81,Female,116964,89
Ad11524C-2B5B-450F-Bfeb-8937C257649A,67,Male,122895,41
2F092Cee-3D08-489F-921E-1Dfaa81Ba6B8,32,Female,176367,2
C17D862A-D452-483E-98Db-Abebf2A59C4D,32,Female,118656,21
1E92Ab44-1Bba-41Fc-A777-D52C72924Ed2,81,Male,68370,93
7Ac29936-0673-49C8-B7D5-B760Ca75Cee0,77,Male,105926,7
746683Ed-Cdeb-427B-89Ad-5C61F76E5B44,27,Female,124703,17
5Ace7E9F-F02D-4C07-B0Cc-Ba3Ff524565D,59,Female,147027,49
8149Aac3-Bc36-438A-Ab77-4A7B6583633F,37,Female,110855,1
20E9A636-F643-4017-8A0D-3Ce805D7B7C1,47,Male,70702,66
86Cc129E-2E37-4D6F-886D-76030C177Dfe,28,Male,82523,10
E98C5F4A-B9A8-45Bd-8482-44Fbc183Dc1B,63,Male,42330,88
Da000695-9784-4A92-Af48-5D689Ee890E9,18,Male,178560,90
39A12692-E72F-4A0F-Bd56-7Cb781F7B6D7,55,Male,129907,39
3B514D1A-485B-4Fce-83Bd-B9A58Dceb229,46,Female,134580,1
A42124Cc-E365-4043-A41F-213589B4E7Be,72,Female,107376,38
A3Dd05Ac-Dd9C-401E-9831-F831C85C67E8,78,Female,125187,95
9D9766Aa-F74F-40Dc-8F57-8725Faea0047,62,Male,186372,61
C60Bd59F-B270-4F04-Aa4C-89Ee267Dba18,60,Female,127462,31
9807Af68-F1F5-4A80-94Ff-Aacafee303Dd,76,Female,74630,37
Da1E6E16-B189-46Cc-Ba61-91F6Ee561561,32,Male,95027,5
D4D2Ae0F-Ed77-46E1-8647-21Bdce205458,77,Female,126515,52
1B8Ce4C9-6432-40C5-8Ced-0E788B54D930,56,Male,166446,89
98B624Bf-578F-4Bf0-Ab23-16A1E052919A,64,Male,158708,2
A3B537D5-A1Ac-4D91-814D-2A7Fec102C81,67,Female,120643,87
5B5Ce678-7380-4394-9026-2De0F63D5968,52,Male,57458,35
9Afc5697-6B05-44Ce-B69C-A9C72A475173,58,Female,29260,83
Bd02Bf04-5336-4472-8B51-195741474110,50,Male,190730,46
Fe29Db65-654A-4B03-9Ded-647B04B23E31,54,Female,184263,13
01Dd3Ddf-F994-4B83-81A5-67Fff8Ea7C0F,23,Male,142365,37
864Add3B-A2Df-41Ae-8Ecf-3Df893Ff3820,59,Male,193543,47
67Daafbe-C602-46Ef-B49C-7D09Fa737824,22,Female,129465,92
0676E9D4-Fa17-4Af6-Aae4-Eaf61853E288,77,Male,65179,75
9E2D5902-4743-49F8-A999-80179E122Ef5,53,Male,30343,26
Bdec8Ee7-D49B-4Dcd-9312-23E4C7Acb6Ab,46,Female,38876,73
13B200Fb-A8B3-4861-Bc81-93Ac906B37Fd,57,Male,135290,39
E96F6F63-F71A-4F4C-8125-E53652A1B58D,76,Female,189305,39
223C155D-0063-4892-81A1-6Aee11Bf3Fb7,34,Male,151112,35
90D41402-9E50-4D94-9246-Af60Acb95A43,89,Male,66323,86
9170Cf78-906A-4425-A8C0-8C9A6Daa9274,34,Female,174069,15
Ceb6A4B1-925B-4040-A8Bd-51C46Be91270,64,Male,76655,16
B0770F6C-A81A-42E3-B2D9-042406B6B39A,24,Male,143372,25
E56Ba8A7-3424-4934-840F-Ba04Aa52Cc7F,55,Female,111764,18
Bd90E06C-Db1C-46E1-B016-1Acaea80Ba60,84,Male,142286,39
B41D027D-48C8-4D1A-8De3-0E3A57B4E818,72,Female,148326,95
052C0Bb0-B259-4Fac-B090-66822627962F,53,Female,101061,61
Ad8F1Ca2-54B0-4070-A333-2Fd5Bf63C578,85,Male,161924,26
Bd644298-E43D-475F-98F6-67B03Dc136A4,85,Female,173245,84
Be7031C3-7D61-4Ff6-Af8E-4A34Db857585,45,Male,196725,19
13E2E441-4002-4F31-8E01-A563A52E0F1D,43,Female,20953,32
E57Fdcaf-1394-46F9-9Eb0-Fb3Ef7Aa6Fdb,86,Female,109022,29
1508894C-0Fec-448D-B4Fd-42995713Fc5F,19,Female,129516,21
978F4588-019E-446A-90Ad-5E8D166B0A73,45,Female,164003,51
Cd5C4D4A-E09C-47B8-8A86-Ad7Bf33Ffcdc,36,Female,27840,36
Af312505-503A-4A21-B6Ed-6F05935E3Fae,51,Female,145171,71
D7A8D545-2907-46C8-84D7-Fa841Cf3F15C,38,Male,26427,39
232E7D0E-A8Ac-484F-A7D9-977Cdf8Ad90A,27,Male,56203,32
58Ac92Aa-Cfd0-4Cad-8678-A4B83664F302,19,Male,82173,10
0399D445-Cd05-4669-9Fc1-C1E15D1Dae0E,81,Male,54017,17
253C1E99-A1F2-4A08-Abfd-23886F6Fd829,72,Male,54956,2
961Ce28C-1Daf-4Da0-80B8-2Efd964311Ec,78,Male,186007,97
F17Fbb93-945A-4D78-B6D9-D5E74F766F9D,53,Male,160578,6
Bb5C5D99-E2D3-4767-8D83-2C81A991A0C3,83,Female,178348,29
Ae72E9C8-0E7C-487F-838C-6249Adecaf9A,77,Female,169719,55
9Ebb7634-543E-48E6-B54F-60A6F1E443Da,54,Female,165825,98
3787F7Ba-D2Be-40B9-Aecf-17Eacd3Dcb50,42,Male,193045,89
A0E67Ffe-Bdf9-4F19-9C1E-8B1Fa3B1D509,70,Male,78287,3
5A70B81E-Ce1C-4A1F-9261-189Df19Aad74,29,Female,118684,34
3B1F7Add-30Fb-4A26-860F-35Ccd355A0De,88,Male,116405,39
6F33B4Ee-3229-4142-Ba94-7Bfad1Ca0148,37,Male,121849,4
5A1Ea26F-Eb79-45Aa-9F7C-8De30082Eae2,22,Female,143719,41
